title_id,title_name,genre,franchise,dev_type,region,platform,franchise_strength,decay_class,release_date,week_index,week_start_date,sales,price,discount_flag,dlc_flag,marketing_index,competitor_intensity,seasonal_factor,decay_rate_k,peak_sales_param,days_since_last_discount,days_since_dlc,days_to_christmas,in_christmas_window,black_friday_proximity,hype_score,marketing_decay_rate,discount_depth,sales_rolling_4w,sales_rolling_8w,sales_rolling_13w,sales_change_1w,sales_change_4w,log_sales,log_sales_change_1w,marketing_norm,competitor_norm,price_x_discount,genre_Action,genre_Indie,genre_Party,genre_Platformer,genre_RPG,genre_Racing,franchise_FireEmblem,franchise_IndieIP,franchise_Mario,franchise_Pokemon,franchise_SmashBros,franchise_Splatoon,franchise_Zelda,dev_type_AA,dev_type_AAA,dev_type_Indie,region_EU,region_JP,region_NA
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,0,2025-12-01,,47.01,0,0,83.60394574361857,58.09727074025053,1.4554155278311722,0.128172,95000.0,-1,-1,24,0,99,39.08118372308557,0.06442929452359233,0.0,133689.16673165068,133689.16673165068,133689.16673165068,0.0,0.0,11.80328021312764,0.0,0.9903268591358599,0.4064335704754341,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,1,2025-12-08,,47.01,0,0,84.37729093627618,44.62076005906441,1.3666697632174258,0.128172,95000.0,-1,-1,17,0,99,39.31318728088286,0.06442929452359233,0.0,123752.03769764175,123752.03769764175,123752.03769764175,-19874.258068017865,0.0,11.642337585839229,-0.1609426272884118,1.0,0.1366070259035961,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,2,2025-12-15,,47.01,0,0,81.06420679205472,62.913142427335124,1.3930198049468685,0.128172,95000.0,-1,-1,10,0,99,38.31926203761641,0.06442929452359233,0.0,117007.7145736963,117007.7145736963,117007.7145736963,-10295.840337827423,0.0,11.547520769759677,-0.09481681607955217,0.9585593472021596,0.5028568989740699,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,3,2025-12-22,,47.01,0,0,79.46951716899872,55.06327901394819,1.4019598067865426,0.128172,95000.0,-1,-1,3,1,99,37.84085515069961,0.06442929452359233,0.0,111816.49766759266,111816.49766759266,111816.49766759266,-7276.221376523623,0.0,11.474640322306891,-0.07288044745278555,0.9386126823688365,0.34568702241603294,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,4,2025-12-29,,47.01,0,0,77.99711816630581,49.366046608620955,1.4860512084560489,0.128172,95000.0,-1,-1,-4,1,99,37.399135449891745,0.06442929452359233,0.0,100337.89380912915,107008.14839363346,107008.14839363346,-8468.095651485128,-45914.41543385404,11.38254056035969,-0.09209976194720149,0.9201956506261002,0.23161709957626947,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,5,2026-01-05,,47.01,0,0,72.81310396787747,54.102748339996694,1.0386655005658956,0.128172,95000.0,-1,-1,354,0,99,35.843931190363236,0.06442929452359233,0.0,84801.09090001669,97784.73983255836,97784.73983255836,-36107.05427061372,-62147.211636449894,10.85260740376147,-0.5299331565982204,0.8553530679615944,0.3264552881163366,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,6,2026-01-12,,47.01,0,0,69.25080789227484,54.76406919747157,1.0569917394613058,0.128172,95000.0,-1,-1,347,0,99,34.77524236768245,0.06442929452359233,0.0,70002.46146472167,90147.5699399965,90147.5699399965,-7343.146442557598,-59194.51774118007,10.699316552402212,-0.15329085135925702,0.8107952274703901,0.33969624685166006,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,7,2026-01-19,,47.01,0,0,65.59217068536404,52.276941213617064,1.0841039325976138,0.128172,95000.0,-1,-1,340,0,99,33.67765120560921,0.06442929452359233,0.0,56138.29713179702,83977.39739969483,83977.39739969483,-3538.3609670421356,-55456.65733169858,10.616123331129028,-0.08319322127318429,0.765032334768346,0.2898989984638958,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,8,2026-01-26,,47.01,0,0,58.00418813657598,87.7429986658499,1.0794705219910419,0.128172,95000.0,-1,-1,333,0,99,31.401256440972794,0.06442929452359233,0.0,43224.810709446814,71781.35225928797,78659.99831177272,-4665.384009187357,-51653.94568940081,10.494651995439751,-0.12147133568927693,0.6701204832873479,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
902,Ashbound,Racing,SmashBros,AA,EU,Switch,0.7,Standard,2025-12-01,9,2026-02-02,,47.01,0,0,55.901672571249506,60.18475509225131,1.0060532362689614,0.128172,95000.0,-1,-1,326,0,99,30.77050177137485,0.06442929452359233,0.0,37511.744634729585,61156.417767373125,73675.54175342686,-7305.372880081832,-22852.264298868922,10.268701084248917,-0.225950911190834,0.643821840164529,0.4482291585822643,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
